resp,AGE,CRED,INCOME,MILEAGE,GENDER,MRTGI
0,28,582,30,9.424,1,0
0,29,562,40,12.254,1,0
0,29,589,60,11.104,1,0
1,28,598,40,11.936,1,0
0,30,585,30,13.707,1,1
0,28,555,50,18.077,1,1
0,27,573,30,10.344,1,0
0,29,553,40,14.247,0,1
0,28,588,40,1.782,1,0
0,27,563,20,1.459,1,0
0,28,558,30,18.898,1,0
0,28,580,30,5.314,1,1
0,26,569,30,14.64,0,0
0,29,593,60,12.291,1,1
0,27,559,40,5.524,1,1
0,28,585,30,17.916,0,0
0,30,555,50,15.127,0,0
0,27,561,50,3.097,0,1
0,26,553,40,1.137,1,0
0,25,555,20,0.414,1,1
0,28,550,50,10.11,0,1
0,30,574,40,13.828,1,0
0,26,551,50,13.749,1,NA
0,27,550,40,5.643,1,1
0,26,559,40,8.639,1,1
0,26,579,40,4.666,0,0
0,26,580,50,16.133,0,0
0,26,593,40,15.182,0,0
0,26,551,50,10.823,1,1
0,27,561,30,11.193,0,0
0,28,580,40,13.613,1,0
0,28,590,50,11.079,1,0
0,26,595,40,19.944,1,0
0,29,564,70,14.394,0,1
1,29,577,20,14.571,1,0
0,29,579,30,19.763,0,0
0,27,585,20,14.192,1,1
0,27,560,40,12.338,1,0
1,27,568,40,13.309,1,1
0,27,563,50,7.922,0,1
0,26,589,30,0.794,1,0
0,28,557,50,17.155,1,1
0,29,591,40,14.156,1,0
0,30,589,40,16.83,0,1
1,26,556,20,7.996,1,1
0,30,559,40,14.974,0,NA
0,25,555,20,19.309,0,1
0,27,567,30,1.497,1,1
0,27,564,30,2.71,1,0
0,27,569,20,16.495,1,0
0,26,595,50,11.464,0,0
0,26,558,60,2.549,0,NA
0,29,585,50,10.427,1,1
0,26,557,20,11.958,1,1
0,25,573,50,14.491,0,1
0,28,554,50,11,1,1
0,25,568,40,19.978,1,0
0,28,593,70,2.956,1,1
0,26,589,20,17.017,0,0
0,26,581,50,14.358,1,0
0,29,559,20,10.184,0,1
0,30,591,30,10.291,0,0
0,26,584,30,15.214,0,0
0,28,582,20,1.473,0,0
0,26,570,50,13.139,0,0
0,29,576,50,15.17,1,0
0,28,596,50,3.347,1,0
0,26,552,40,11.602,0,1
0,29,564,50,14.526,1,0
0,28,573,50,10.168,1,1
0,28,592,20,14.393,0,0
1,26,592,50,17.653,0,1
0,25,589,40,5.976,0,0
0,25,556,20,3.933,1,0
1,27,578,30,18.766,0,1
0,28,594,40,1.367,1,1
0,28,586,40,18.614,1,0
0,29,575,40,13.893,1,0
0,29,560,30,9.605,0,NA
0,27,586,40,5.271,1,0
0,28,584,30,16.812,1,1
0,27,566,40,10.829,0,1
0,29,583,20,8.106,0,0
1,29,566,20,5.856,0,1
1,27,596,30,12.441,0,0
0,27,564,50,16.468,1,0
0,29,584,60,12.601,1,0
0,28,591,50,3.005,1,0
0,26,558,40,16.769,0,1
0,29,557,30,10.525,0,0
0,28,556,20,16.96,0,0
0,28,573,20,18.459,0,0
0,28,558,50,8.753,0,0
0,25,573,20,13.775,0,1
0,27,581,50,14.463,1,1
0,28,584,40,9.963,1,NA
1,30,571,40,13.034,1,0
0,28,586,50,18.52,1,1
0,28,566,40,8.23,0,0
0,28,575,40,6.369,1,0
0,26,597,30,15.491,1,1
0,25,580,40,5.405,0,0
0,28,591,40,12.451,1,0
0,28,571,50,19.308,0,1
0,29,582,50,18.971,1,1
0,27,583,40,12.188,1,1
0,27,577,40,10.693,0,0
0,26,590,20,19.995,1,0
0,29,593,40,8.665,1,0
0,25,575,40,14.529,1,1
1,27,570,40,15.359,1,1
0,29,565,40,12.923,1,1
0,27,565,40,16.716,0,0
1,25,590,30,16.283,0,0
0,26,590,30,18.568,0,1
0,28,567,30,0.682,1,0
1,25,561,40,19.751,1,0
0,29,596,40,16.068,0,0
0,30,576,40,13.457,1,0
0,28,591,50,18.104,0,0
1,27,561,30,11.847,0,0
0,27,573,70,2.674,1,NA
0,28,556,20,2.233,1,NA
0,28,571,40,13.299,0,1
0,25,585,30,16.271,0,1
0,28,579,40,12.766,1,0
0,26,552,30,19.106,1,1
0,29,577,40,16.358,1,0
1,26,575,30,18.571,0,0
0,27,563,30,8.088,1,0
0,26,579,30,17.477,0,0
0,25,579,20,12.974,0,0
0,29,555,40,4.834,0,1
1,29,609,20,12.15,1,0
0,26,619,50,12.172,1,0
0,26,621,40,1.992,0,0
0,26,627,40,15.445,1,1
0,29,624,50,10.019,1,0
0,26,620,50,11.545,1,1
0,28,616,20,2.35,1,0
0,26,610,50,17.332,1,1
0,25,621,60,13.112,0,1
0,25,605,40,13.592,0,1
0,27,610,20,1.207,1,0
0,28,602,50,12.085,0,0
0,28,628,40,12.178,1,1
0,29,611,20,8.849,1,1
0,27,627,40,8.986,1,1
0,28,612,40,5.054,1,0
0,30,618,20,9.756,1,1
0,30,624,50,12.191,1,0
0,29,616,50,19.036,1,0
0,30,633,50,10.87,0,1
0,26,611,30,13.602,1,1
0,28,622,40,4.109,1,0
0,27,616,30,18.314,0,0
0,27,609,40,15.804,0,1
0,28,603,30,1.965,1,0
0,28,607,50,9.487,0,1
0,28,632,40,17.609,0,NA
0,28,621,40,14.702,1,1
0,26,632,110,12.425,0,0
0,29,639,30,6.989,0,1
0,25,617,40,18.958,0,1
0,29,624,20,11.331,1,1
0,26,610,20,11.844,1,0
0,26,615,40,19.503,0,0
0,27,627,60,17.716,0,1
0,29,602,40,16.774,1,1
0,28,627,20,2.581,1,1
0,27,608,40,14.077,0,0
0,29,635,50,19.028,0,0
0,26,615,40,6.752,1,1
0,25,618,20,17.996,0,0
0,26,630,20,16.484,0,0
0,26,612,30,7.355,1,1
1,30,604,30,4.863,0,1
0,27,616,20,19.732,0,0
0,28,606,70,14.265,1,0
0,27,609,50,16.161,1,1
1,25,603,20,19.003,0,0
0,26,615,70,8.797,0,1
0,29,627,40,11.344,1,1
0,27,621,40,1.871,0,1
1,26,625,40,8.884,1,0
0,28,627,50,2.474,0,0
0,30,623,20,16.553,1,0
0,29,605,30,12.354,0,1
0,28,629,30,10.146,1,0
0,27,618,40,13.736,0,0
0,29,618,50,8.532,1,1
0,29,639,40,13.949,1,0
1,26,603,40,12.697,0,0
0,30,619,20,11.152,1,0
0,27,631,60,12,1,0
0,28,635,50,18.647,1,NA
1,30,617,50,4.934,0,0
0,27,624,50,3.591,1,0
0,29,636,30,2.455,1,1
0,29,609,20,18.595,1,0
0,28,629,20,1.551,0,1
0,25,604,70,12.564,0,1
0,29,619,70,19.251,0,0
1,30,601,30,15.5,1,0
0,26,613,50,11.701,1,1
0,27,636,50,18.867,1,1
1,27,625,30,14.126,0,0
1,26,631,30,8.612,0,1
0,28,622,30,19.347,1,0
0,29,629,50,14.842,0,0
0,29,629,40,18.374,0,0
0,29,614,40,8.186,1,0
0,26,606,20,1.771,0,NA
0,29,635,30,14.123,1,0
0,26,627,30,12.273,0,1
0,28,613,50,18.218,1,0
0,28,601,20,8.85,1,0
0,28,635,40,18.378,1,0
0,26,634,60,13.932,1,0
0,26,610,40,14.324,0,1
0,30,636,30,18.881,0,0
0,27,637,70,19.336,0,1
0,26,612,40,7.291,1,1
0,28,615,40,18.225,0,1
0,25,626,30,15.246,1,0
0,28,632,30,3.322,0,0
0,25,606,40,8.825,1,1
0,29,625,60,15.876,0,1
0,27,623,40,12.616,1,1
0,29,626,50,19.973,0,0
0,25,624,30,12.419,1,0
0,29,621,40,13.591,0,1
1,25,608,20,16.732,1,1
0,29,604,40,14.211,1,1
0,25,619,20,19.925,1,1
0,28,610,30,11.621,0,1
0,29,624,50,16.861,1,0
0,27,609,40,6.677,1,1
0,27,628,50,5.23,1,0
0,30,603,50,19.804,1,1
0,27,636,40,16.642,1,0
0,27,614,30,16.405,1,NA
0,25,620,40,1.653,1,0
0,30,633,50,11.538,1,1
0,26,602,30,15.773,0,1
0,28,627,50,3.272,1,0
0,26,627,20,2.464,0,1
0,28,600,50,17.842,1,NA
0,25,602,50,19.873,0,0
0,27,632,20,16.749,0,1
0,27,601,50,10.355,0,1
0,30,609,40,15.951,1,0
0,29,624,40,13.779,1,1
0,26,606,40,8.584,0,1
0,25,615,40,15.132,1,1
0,30,614,40,2.369,0,1
0,26,630,50,10.06,1,1
0,26,630,50,8.126,0,0
0,27,637,30,14.293,1,0
0,28,610,70,10.387,0,0
0,29,619,60,15.054,1,1
0,30,607,40,2.754,1,1
0,26,617,20,1.917,1,NA
0,26,625,30,0.365,1,1
0,26,615,40,19.421,1,1
0,29,627,50,13.476,1,1
0,27,604,50,2.269,0,0
0,28,629,50,12.984,1,1
0,27,634,40,13.677,1,0
0,26,617,40,5.835,0,1
0,25,607,40,15.337,1,0
0,27,618,30,9.56,1,1
0,27,636,30,5.209,0,1
0,27,631,20,17.047,1,0
0,29,602,20,1.333,0,1
0,28,621,40,11.755,1,0
0,29,636,60,4.771,1,NA
0,28,607,50,11.658,1,1
0,29,608,30,19.456,0,0
0,30,603,40,11.855,0,1
0,29,632,30,8.459,0,1
0,29,611,30,16.87,0,1
0,27,621,20,1.647,0,0
0,29,616,30,3.64,0,0
0,28,630,20,19.521,1,NA
0,25,617,40,15.05,0,0
0,30,603,30,19.303,1,1
0,27,604,50,10.495,0,1
0,28,611,40,7.974,0,1
0,25,606,40,2.854,1,0
0,28,605,30,0.004,1,0
0,28,619,20,12.489,0,1
0,27,602,40,12.273,0,0
0,26,613,30,19.914,1,NA
0,29,607,30,12.847,1,0
0,27,608,40,2.104,1,NA
0,28,602,70,0.722,1,0
1,26,607,40,6.1,0,0
0,28,615,30,17.802,0,0
0,27,635,40,18.959,0,0
0,27,627,40,13.798,0,0
0,26,637,60,18.987,0,0
0,29,603,50,10.513,0,0
0,27,606,20,0.117,1,0
0,29,623,30,8.28,0,1
1,29,606,30,11.263,0,1
0,29,631,40,13.339,0,0
0,26,603,50,15.936,1,0
1,26,616,50,5.324,1,1
1,29,638,20,16.386,1,0
0,28,626,50,4.681,1,1
0,27,613,40,22.903,0,NA
0,25,614,30,4.673,1,0
0,27,610,40,11.471,1,0
0,25,625,40,2.732,0,1
0,29,637,50,8.375,1,1
0,28,626,20,18.595,1,0
0,29,606,20,7.774,1,1
0,27,614,40,7.992,0,0
0,27,609,60,15.566,0,0
1,29,617,40,18.386,1,0
0,29,608,40,16.085,1,1
0,29,621,40,15.056,0,0
0,29,610,40,3.861,1,1
0,25,633,40,17.75,0,0
0,26,614,30,16.828,1,1
0,27,600,40,8.994,0,NA
0,29,608,30,14.402,1,0
0,29,635,40,2.418,0,1
0,28,611,70,13.747,1,1
0,30,630,40,4.726,0,0
0,29,625,20,15.126,1,NA
0,28,631,40,13.233,0,0
0,29,632,30,13.686,1,0
0,26,601,50,19.253,0,0
0,29,624,20,12.586,1,1
0,29,613,40,2.193,1,1
0,28,612,30,6.261,1,0
0,26,623,20,3.356,0,0
0,29,619,20,16.104,0,1
0,25,617,40,15.828,1,1
0,26,620,20,15.938,1,1
0,30,600,30,13.029,1,NA
0,26,638,50,16.965,0,0
0,26,604,40,14.704,1,1
0,26,616,40,10.002,0,0
0,26,636,40,15.896,0,0
0,28,600,20,10.096,1,0
1,29,631,40,19.101,1,0
0,25,627,60,1.524,1,0
0,29,613,50,6.097,0,0
0,28,626,30,2.752,1,0
0,30,637,20,12.463,0,1
0,25,633,30,19.263,1,0
0,27,620,20,16.899,0,NA
0,27,603,40,8.23,0,0
0,28,612,20,19.163,0,NA
0,26,623,20,11.445,0,1
0,26,602,50,15.604,1,0
0,27,606,30,19.576,0,0
0,27,635,50,0.305,1,1
0,29,624,30,11.583,0,1
0,26,612,40,13.521,0,1
0,26,636,40,4.145,0,1
1,29,613,50,1.791,0,0
0,28,604,50,13.093,1,0
0,29,609,40,14.987,0,1
0,25,610,40,0.681,0,1
0,28,637,20,11.639,0,0
0,26,620,20,4.369,1,0
1,26,638,30,18.582,0,1
0,26,609,20,10.416,0,1
0,30,605,40,12.343,0,0
0,26,629,40,12.029,0,1
0,29,626,50,6.618,1,0
0,29,615,40,10.55,1,0
0,29,606,30,8.809,1,1
0,30,616,40,4.033,0,0
0,29,634,30,19.522,0,0
0,25,602,20,15.47,0,0
1,30,607,40,19.286,0,0
0,25,610,30,13.563,1,1
0,27,632,20,19.887,0,1
0,25,621,20,17.955,1,0
0,28,601,40,3.483,1,0
0,28,603,40,13.305,0,1
0,29,624,40,14.354,0,1
0,29,626,40,9.337,0,0
1,27,638,30,3.754,1,1
0,28,627,40,18.039,0,0
1,29,606,30,10.27,1,1
0,29,622,50,13.017,1,0
0,27,625,30,19.134,0,1
0,29,609,20,16.555,1,0
0,27,609,40,13.916,1,1
0,27,614,40,6.562,1,1
0,26,624,40,5.434,1,1
0,26,638,40,17.793,1,1
0,28,635,20,1.611,0,0
0,28,611,30,0.409,1,0
0,27,633,50,11.8,1,0
0,25,601,40,16.969,1,0
1,29,610,40,18.165,0,0
1,26,634,20,13.548,1,0
0,26,629,50,17.514,1,0
0,25,622,50,1.793,0,0
0,27,606,40,12.31,1,1
0,28,609,60,8.671,0,0
0,26,601,20,19.676,1,1
0,30,605,40,12.481,1,0
0,29,616,60,5.428,1,0
0,26,617,40,18.136,1,1
0,27,604,40,12.903,1,1
1,27,623,20,16.647,1,0
0,30,634,40,13.92,1,1
0,27,630,40,2.536,1,1
0,30,637,50,0.199,1,0
0,28,616,30,19.249,1,1
0,26,638,40,5.762,0,1
0,29,609,30,15.564,0,1
0,27,605,40,6.408,0,1
0,26,626,30,9.337,0,0
0,30,609,30,19.747,1,1
0,29,636,40,0.319,0,0
1,27,639,30,2.194,1,0
0,28,604,40,10.764,1,0
0,29,633,20,12.132,1,1
1,27,635,40,10.643,1,1
0,27,628,50,17.936,1,0
1,29,602,40,19.82,1,0
0,26,601,70,1.306,1,1
0,26,632,20,3.692,1,0
0,27,610,30,18.144,1,1
0,25,611,30,2.919,1,0
0,26,627,60,3.525,1,1
0,26,613,40,6.538,0,0
0,27,622,40,18.341,0,0
0,28,630,60,5.239,0,0
0,27,626,40,17.196,1,0
0,29,618,50,10.18,0,1
0,26,603,40,6.464,1,1
0,27,605,40,13.517,1,0
0,28,610,50,16.138,1,0
0,30,623,30,15.29,1,0
0,28,614,30,14.127,1,0
0,28,617,40,12.892,0,1
0,26,636,20,5.939,1,1
0,26,629,20,15.329,0,0
0,26,615,30,16.212,0,1
0,29,629,60,13.32,1,0
0,28,601,30,5.033,0,1
0,28,601,50,10.511,1,0
0,29,621,40,18.132,1,1
0,29,634,30,12.259,1,0
0,28,627,40,6.819,1,0
0,25,630,30,10.531,1,0
1,28,636,20,14.718,0,NA
0,26,609,40,4.376,0,1
0,29,619,30,14.653,1,0
0,25,603,20,14.848,1,0
0,29,619,50,11.888,1,1
0,28,611,40,11.941,1,1
0,27,622,40,10.508,1,1
0,29,633,50,0.56,1,0
0,29,622,50,15.723,1,0
0,25,603,40,11.242,1,NA
0,28,635,40,0.875,1,1
0,27,631,40,9.342,0,1
0,27,635,30,15.234,0,NA
0,26,622,30,2.796,1,0
1,27,615,40,18.786,0,1
1,26,626,60,12.982,1,NA
0,30,632,20,9.94,1,0
0,28,631,40,16.219,1,NA
0,27,636,50,10.747,0,1
1,25,633,50,6.731,1,0
0,28,602,30,9.254,1,0
0,28,606,40,18.295,0,NA
1,26,638,50,16.314,0,0
0,28,608,50,14.405,0,0
0,26,614,30,1.041,0,0
1,27,632,20,13.387,1,0
0,29,616,30,17.322,1,1
0,29,631,30,3.675,0,0
0,26,632,50,17.674,0,1
0,28,636,50,5.651,1,0
0,28,611,50,13.724,0,1
0,26,624,30,17.397,1,1
0,29,606,20,11.722,1,0
0,27,608,110,16.1,0,0
0,28,633,40,10.281,1,0
0,28,610,30,10.772,0,0
0,29,602,40,8.547,1,0
0,29,604,30,2.979,1,1
0,30,624,30,3.672,0,1
0,27,625,40,12.47,0,0
0,28,612,40,1.753,0,0
0,28,624,50,18.016,0,0
0,28,625,40,13.667,1,1
0,25,618,30,15.827,0,0
0,25,638,40,1.412,1,0
0,27,634,30,17.061,1,NA
0,29,638,20,7.722,0,1
0,27,626,50,0.368,0,1
0,28,608,50,17.32,1,0
0,27,629,50,12.641,0,1
0,25,623,50,12.78,1,NA
0,28,606,40,5.184,1,1
0,29,631,50,12.657,1,0
0,27,632,40,19.273,0,1
0,26,629,50,16.977,1,1
0,25,637,30,18.919,1,NA
0,27,606,20,6.729,1,0
0,30,610,20,13.025,1,0
0,29,617,20,22.199,1,1
0,28,616,50,10.056,1,0
0,29,637,20,13.593,1,1
0,26,600,40,1.782,0,NA
0,29,618,20,9.113,0,1
0,27,610,60,6.464,0,0
0,28,627,50,16.959,1,0
0,28,637,50,4.944,0,0
0,30,612,50,16.377,1,0
1,26,604,50,12.023,1,1
0,29,637,40,10.026,1,0
1,25,635,40,13.314,1,1
0,30,619,50,15.028,1,NA
0,29,604,40,16.658,0,0
0,29,634,20,14.015,1,0
0,27,622,20,8.434,1,0
0,26,635,40,10.052,0,0
0,25,629,30,10.442,0,1
0,29,604,20,10.358,0,NA
1,28,607,20,8.156,0,0
0,26,634,50,13.303,1,1
0,25,637,40,11.097,1,0
0,28,636,40,8.157,0,0
1,26,625,30,9.636,1,0
0,27,623,30,1.974,1,1
0,27,629,40,19.765,1,0
0,26,612,20,3.873,1,0
0,27,607,30,6.175,1,0
0,27,601,50,6.252,0,1
0,27,623,20,2.591,0,0
0,29,613,20,0.957,1,0
0,29,637,30,11.494,0,1
0,29,625,40,13.43,0,1
0,29,621,110,10.88,1,0
0,29,617,40,19.68,0,1
0,26,633,40,9.944,0,0
1,30,611,40,18.308,0,0
0,29,610,40,8.604,1,1
0,26,603,70,6.046,0,0
0,27,614,40,16.395,1,0
0,26,610,20,17.072,0,0
0,25,606,40,4.24,1,0
0,28,619,50,9.991,0,1
0,30,628,60,15.859,1,1
0,28,629,40,18.775,1,1
0,25,635,60,15.3,0,0
0,28,630,30,15.642,1,1
0,26,614,40,5.67,1,0
0,27,613,40,19.69,0,1
0,26,616,20,19.433,0,NA
0,25,604,20,12.93,1,0
0,30,622,30,7.078,0,1
0,28,619,50,14.173,1,0
0,28,639,70,15.033,1,0
1,29,625,20,13.751,1,1
1,26,625,20,11.458,1,1
0,27,627,20,7.418,0,1
0,29,632,40,1.174,1,0
0,25,612,30,15.416,0,0
0,29,604,70,13.841,0,1
0,28,621,50,10.903,1,0
0,25,604,40,14.599,1,0
0,29,612,50,10.393,0,1
1,26,627,30,17.11,0,0
0,27,619,20,18.273,0,0
0,26,610,60,17.669,0,0
0,28,614,40,14.015,0,0
0,30,633,40,17.933,0,1
0,25,615,20,18.739,1,1
0,30,601,50,17.776,0,0
0,27,619,30,12.144,1,0
0,27,627,70,14.714,1,NA
0,30,602,40,14.473,0,1
0,28,615,50,11.981,1,0
0,30,614,20,1.071,0,0
0,25,618,60,2.078,1,1
0,28,602,40,8.272,1,1
0,29,607,50,19.168,0,0
0,27,601,40,13.088,0,1
0,26,624,20,8.102,0,0
0,29,624,50,11.67,0,NA
0,25,634,60,6.064,1,0
0,28,638,50,19.437,0,1
0,29,611,40,11.65,0,1
1,26,633,20,16.952,1,0
0,25,602,40,4.003,1,1
0,26,606,60,11.939,1,0
0,29,611,50,5.574,0,0
0,26,633,50,15.448,1,1
0,25,605,30,14.403,1,1
0,28,605,50,14.705,1,1
0,29,609,30,9.731,1,0
0,28,618,50,8.233,1,0
0,28,627,50,19.357,1,0
1,29,624,40,2.368,1,0
0,25,633,20,15.595,0,0
0,25,614,50,5.918,1,0
1,29,618,20,13.031,0,1
0,26,620,70,10.305,1,0
0,27,611,30,9.879,0,0
0,26,620,30,11.806,0,0
0,29,633,30,12.497,1,1
0,28,621,40,7.425,1,1
0,26,630,30,15.201,1,0
0,28,635,20,14.386,1,1
0,25,620,50,12.651,1,0
0,28,620,30,16.462,1,0
0,27,614,40,19.513,1,0
0,25,637,30,16.24,1,1
0,27,638,30,10.706,0,0
0,28,629,30,19.138,0,1
0,28,610,50,14.707,1,1
0,26,617,20,16.637,0,0
0,27,607,40,16.167,0,0
0,25,619,20,6.621,0,0
0,28,602,40,12.166,1,NA
0,28,613,50,19.996,1,0
0,27,635,20,16.921,1,0
0,30,635,20,13.434,1,1
0,27,632,40,9.763,0,1
0,29,639,30,11.398,0,1
0,29,620,30,13.261,1,0
0,25,600,40,16.089,0,0
0,25,624,50,7.88,1,0
0,28,620,50,1.348,0,0
0,28,605,40,19.941,1,0
0,29,617,30,2.959,1,0
1,26,619,40,13.347,0,1
0,27,610,50,18.118,0,0
0,29,632,50,17.206,0,NA
0,26,600,50,3.625,0,1
0,29,615,50,15.656,0,1
0,29,610,30,19.291,0,0
0,25,600,50,15.286,1,1
0,27,626,30,19.814,1,1
0,28,635,50,16.108,1,0
0,27,602,50,10.482,1,0
0,26,626,30,13.024,0,0
0,27,624,50,1.378,0,1
1,27,638,40,11.425,1,0
0,29,616,40,18.621,1,0
0,27,619,40,4.177,0,NA
0,28,624,40,11.753,1,0
0,28,614,40,12.699,0,1
0,27,603,50,18.316,1,1
0,28,618,40,18.705,0,1
0,30,628,20,14.426,1,0
0,28,613,40,7.02,1,1
0,26,610,40,5.293,1,0
0,25,621,30,11.819,1,NA
0,29,612,40,13.662,1,1
0,26,611,40,5.641,0,0
0,27,613,50,14.47,0,1
0,25,627,50,17.86,1,0
1,28,604,30,16.453,1,1
0,28,622,40,13.065,0,1
0,29,603,40,12.666,1,0
1,26,629,40,10.505,1,0
0,25,620,30,13.604,0,0
0,25,616,30,10.085,0,0
0,28,636,30,15.361,1,NA
0,30,616,50,5.615,0,0
0,29,638,20,3.907,1,0
0,28,615,50,6.62,0,1
0,29,635,20,17.562,0,1
0,27,626,20,14.406,0,0
0,27,635,30,8.108,1,1
0,25,601,60,16.062,1,0
0,26,613,50,3.129,1,1
1,28,617,40,18.177,1,1
0,30,628,50,19.239,1,0
0,27,624,60,14.144,0,1
0,29,604,50,7.428,1,1
0,29,628,30,19.798,1,0
0,26,615,50,10.352,1,0
0,29,624,30,11.556,0,0
0,28,638,40,11.053,0,1
1,26,625,40,1.673,0,0
0,25,635,40,2.024,0,0
0,29,636,20,7.698,1,NA
0,27,601,50,17.4,0,1
0,27,614,40,4.613,0,NA
0,26,612,30,13.663,1,1
0,27,636,40,5.517,0,NA
0,26,635,20,6.323,0,1
0,27,626,50,14.783,0,1
0,25,636,50,14.297,0,NA
0,26,632,30,9.906,1,1
0,25,635,40,2.361,1,0
0,28,635,40,16.152,1,1
0,26,628,20,13.973,1,0
1,26,617,40,8.119,1,1
0,27,617,20,10.299,0,0
0,29,626,50,18.395,1,1
0,27,637,40,3.034,0,0
0,29,617,50,17.641,0,NA
0,27,638,40,18.005,0,0
1,26,609,50,10.786,1,0
0,29,604,30,19.126,1,1
0,29,620,60,14.401,1,0
1,27,615,40,16.937,1,0
0,26,627,20,2.537,0,1
0,28,629,50,11.185,1,0
0,27,636,40,11.359,0,0
0,28,600,30,11.638,1,0
0,25,621,40,1.526,1,0
0,29,603,20,2.642,1,0
0,28,616,30,15.884,0,1
0,27,617,20,17.636,1,0
0,27,629,20,15.585,1,0
0,25,626,40,18.216,0,0
0,29,627,30,6.118,1,1
0,28,616,30,19.537,1,0
0,27,609,40,19.114,1,0
0,27,615,30,12.511,0,0
0,28,624,60,19.576,1,0
0,30,604,50,10.383,1,1
0,27,624,40,8.769,0,0
0,27,606,50,8.789,0,1
0,29,629,40,4.634,1,0
0,26,638,30,2.507,0,0
0,28,600,50,15.38,1,0
1,27,637,40,0.057,0,0
0,28,606,50,19.138,1,0
0,28,610,30,7.818,0,0
0,26,623,20,3.908,0,0
0,29,611,50,14.371,0,1
0,28,611,20,3.834,1,1
0,28,632,40,14.259,0,1
0,27,628,30,15.602,1,0
0,25,620,40,13.28,0,1
0,27,624,70,13.306,1,1
0,27,623,50,12.978,1,0
0,27,606,50,11.552,1,0
0,27,611,20,19.871,0,0
0,29,635,50,1.172,1,0
0,27,609,20,18.436,1,0
1,28,609,50,1.646,0,0
0,29,632,40,13.435,0,0
0,26,610,20,5.288,0,0
0,27,604,20,9.756,1,0
0,28,602,40,3.049,1,1
0,27,602,50,0.634,1,0
0,29,606,20,1.749,1,NA
0,27,613,40,14.496,0,0
0,29,638,50,0.899,1,1
0,26,605,50,13.112,0,1
0,25,636,30,9.849,0,NA
0,26,633,30,2.437,1,1
0,29,602,40,16.935,0,0
0,26,637,50,7.857,0,NA
0,27,623,20,18.799,1,0
0,27,607,50,15.65,1,0
0,27,603,50,5.423,1,0
0,27,631,40,3.698,1,1
0,25,618,20,19.4,1,0
0,27,600,40,14.749,1,1
0,26,629,40,8.843,0,0
1,26,621,20,2.071,0,0
0,29,603,50,58.48,1,1
0,28,601,40,10.067,0,NA
0,28,635,50,18.574,1,1
0,27,620,20,13.552,1,1
1,28,635,30,14.28,0,1
0,29,601,20,8.704,1,0
0,28,636,20,14.531,0,0
1,28,616,50,16.012,1,0
0,27,609,40,13.941,1,1
0,29,626,30,11.639,1,1
1,27,611,60,1.181,0,NA
0,25,618,40,13.824,0,1
0,27,603,20,10.777,1,1
0,26,632,60,13.317,0,1
0,28,624,40,12.022,1,0
0,26,619,40,3.564,0,0
0,26,616,40,17.006,0,1
0,25,609,50,19.397,1,0
0,26,609,20,1.997,1,0
0,27,615,20,16.225,1,1
0,26,633,40,15.784,1,1
0,26,635,20,6.952,0,NA
0,26,622,40,14.232,0,0
0,26,638,30,9.909,0,1
0,26,632,40,10.783,1,0
0,26,614,40,16.09,0,0
0,26,614,50,12.158,1,0
0,27,632,20,15.272,1,0
0,26,623,50,0.52,1,0
0,28,627,20,3.961,1,1
0,29,625,20,18.489,0,0
0,27,612,20,4.271,0,0
0,29,629,20,15.145,1,0
0,27,630,20,11.005,1,1
0,27,637,40,7.363,1,1
1,27,606,110,18.221,0,0
0,27,617,20,19.651,0,1
0,29,619,60,15.782,1,0
0,29,629,40,3.492,0,0
0,27,622,60,11.351,0,0
0,29,609,40,13.006,1,1
0,26,618,50,10.864,1,1
0,30,625,40,16.738,1,0
0,27,623,50,0.415,1,0
1,29,630,20,11.055,0,1
0,27,635,50,12.469,1,0
0,27,615,30,17.773,0,1
0,27,602,40,8.426,1,NA
1,28,604,30,19.807,0,0
0,30,635,50,6.453,1,0
0,28,612,20,15.023,1,0
0,27,630,40,18.499,1,0
0,29,631,30,19.392,1,1
0,28,602,30,15.024,1,1
0,29,638,40,6.564,1,0
0,26,604,110,13.692,1,1
0,27,627,60,11.862,1,1
0,26,613,70,18.192,0,0
0,28,617,50,14.32,1,0
0,26,615,40,11.073,1,0
0,26,627,50,10.628,0,1
0,26,639,60,18.159,0,0
0,30,636,40,1.845,0,1
0,26,627,60,2.914,1,NA
0,27,603,30,12.139,1,1
0,30,624,40,18.369,1,0
0,28,618,60,16.085,0,0
0,26,601,50,17.231,0,0
0,29,622,50,18.329,1,0
0,25,634,20,7.692,0,0
0,25,617,30,14.822,0,0
0,29,638,40,15.539,0,1
0,25,639,60,6.166,0,0
0,27,637,50,15.382,0,1
0,29,634,30,19.972,0,0
0,28,627,30,15.999,1,1
1,28,618,40,5.804,0,0
0,29,602,20,12.558,1,1
0,29,624,30,4.92,0,0
0,29,612,30,13.815,1,0
0,26,618,40,11.126,1,0
0,26,608,40,12.803,0,0
0,30,617,50,18.94,1,NA
0,28,623,70,23.604,1,1
0,29,611,50,16.066,1,0
0,26,638,20,19.29,1,1
0,25,636,40,5.453,0,0
0,29,611,40,11.681,0,0
0,29,629,40,2.831,1,0
1,28,628,20,11.097,0,0
1,30,635,40,17.851,1,0
0,27,606,20,6.89,0,0
1,26,605,40,13.61,0,0
1,25,619,50,15.66,0,1
0,26,638,50,18.341,1,0
0,25,623,60,16.142,1,1
